Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,Sh/90,SoT/90,G/SoT,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,01-Mar,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Compl,Subs,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Market Value,Market Value Euros
14,matthis abline,fr FRA,FW,Nantes,fr Ligue 1,21,2003,23,22,1831,20.3,7,1,8,6,1,1,2,0,7.0,6.3,2.7,8.9,48,33,119,0.34,0.48,14,fr FRA,FW,fr Ligue 1,21-333,2003,20.3,7,56,22,2.75,1.08,0.27,0,1,1,7.0,6.3,0.0,-0.3,14,fr FRA,FW,fr Ligue 1,21-333,2003,20.3,257,362,71.0,3770,671,1,2.7,2.7,-1.7,19,16,14,4,33,14,fr FRA,FW,fr Ligue 1,21-333,2003,20.3,362,340,21,1,2,3,23,1,0,0,0,0,257,1,21,14,fr FRA,FW,fr Ligue 1,21-333,2003,20.3,47,2.31,32,0,8,5,2,0,5,0.25,14,fr FRA,FW,fr Ligue 1,21-333,2003,20.3,8,3,2,2,4,8,25.0,6,10,0,10,2,10,26,1,14,fr FRA,FW,fr Ligue 1,21-333,2003,20.3,605,24,55,247,317,106,604,66,28,42.4,36,54.5,410,2519,1214,48,30,29,68,43,473,119,17,fr FRA,FW,fr Ligue 1,21-333,2003,23,1831,80,88.5,20.3,22,7,1,0,1.04,23,32,-9,-0.44,0.69,25.1,31.2,-6.1,-0.3,14,fr FRA,FW,fr Ligue 1,21-333,2003,20.3,2,0,0,21,36,3,23,2,3,0,0,0,60,33,46,41.8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,9000000
15,abner,br BRA,DF,Lyon,fr Ligue 1,24,2000,14,9,820,9.1,1,1,2,1,0,0,1,0,0.2,0.2,0.9,1.1,22,51,48,0.22,0.12,15,br BRA,DF,fr Ligue 1,24-273,2000,9.1,1,6,3,0.66,0.33,0.33,0,0,0,0.2,0.2,0.8,0.8,15,br BRA,DF,fr Ligue 1,24-273,2000,9.1,420,502,83.7,6126,2606,1,0.9,1.9,0.1,10,32,10,2,51,15,br BRA,DF,fr Ligue 1,24-273,2000,9.1,502,425,75,8,1,1,26,61,6,6,0,0,420,2,14,15,br BRA,DF,fr Ligue 1,24-273,2000,9.1,18,1.98,15,3,0,0,0,0,1,0.11,15,br BRA,DF,fr Ligue 1,24-273,2000,9.1,20,14,9,8,3,23,65.2,8,12,1,11,5,25,32,0,15,br BRA,DF,fr Ligue 1,24-273,2000,9.1,593,30,135,278,182,19,593,9,4,44.4,5,55.6,302,1414,919,22,13,4,12,7,379,48,18,br BRA,DF,fr Ligue 1,24-273,2000,14,820,59,39.6,9.1,9,4,5,8,1.86,13,9,4,0.44,-0.14,15.5,12.2,3.3,0.36,15,br BRA,DF,fr Ligue 1,24-273,2000,9.1,1,0,0,11,4,0,26,5,14,0,0,0,37,5,6,45.5,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,9000000
16,zakaria aboukhlal,ma MAR,"MF,FW",Toulouse,fr Ligue 1,25,2000,23,22,1827,20.3,7,2,9,6,1,2,4,0,10.1,8.5,1.5,10.0,29,22,152,0.39,0.57,16,ma MAR,"MF,FW",fr Ligue 1,25-006,2000,20.3,7,59,24,2.91,1.18,0.25,0,1,2,10.1,8.5,-3.1,-2.5,16,ma MAR,"MF,FW",fr Ligue 1,25-006,2000,20.3,212,335,63.3,2647,728,2,1.5,1.8,0.5,11,15,9,3,22,16,ma MAR,"MF,FW",fr Ligue 1,25-006,2000,20.3,335,319,13,1,0,0,31,7,3,2,0,0,212,3,13,16,ma MAR,"MF,FW",fr Ligue 1,25-006,2000,20.3,32,1.58,18,0,4,5,4,1,7,0.34,16,ma MAR,"MF,FW",fr Ligue 1,25-006,2000,20.3,19,11,6,7,6,21,19.0,17,16,1,15,6,25,8,0,16,ma MAR,"MF,FW",fr Ligue 1,25-006,2000,20.3,582,5,55,188,344,107,580,45,12,26.7,31,68.9,353,1778,797,29,20,16,61,25,429,152,19,ma MAR,"MF,FW",fr Ligue 1,25-006,2000,23,1827,79,88.3,20.3,22,9,1,0,1.3,22,22,0,0.0,-0.37,27.4,22.3,5.1,0.25,16,ma MAR,"MF,FW",fr Ligue 1,25-006,2000,20.3,4,0,0,34,23,10,31,6,11,2,0,0,56,21,38,35.6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,10000000
17,abdel abqar,ma MAR,DF,Alav̩s,es La Liga,25,1999,23,23,1938,21.5,0,1,1,0,0,0,12,0,0.6,0.6,0.2,0.8,14,70,4,0.05,0.04,17,ma MAR,DF,es La Liga,25-351,1999,21.5,0,7,1,0.33,0.05,0.0,0,0,0,0.6,0.6,-0.6,-0.6,17,ma MAR,DF,es La Liga,25-351,1999,21.5,599,793,75.5,13301,4825,1,0.2,0.3,0.8,7,55,9,2,70,17,ma MAR,DF,es La Liga,25-351,1999,21.5,793,750,40,34,1,16,5,5,0,0,0,0,599,3,4,17,ma MAR,DF,es La Liga,25-351,1999,21.5,21,0.98,16,0,0,2,1,2,3,0.14,17,ma MAR,DF,es La Liga,25-351,1999,21.5,29,19,18,10,1,26,61.5,10,20,13,7,34,63,108,1,17,ma MAR,DF,es La Liga,25-351,1999,21.5,1028,132,538,451,48,17,1028,2,1,50.0,1,50.0,522,3136,1779,14,7,0,14,2,545,4,20,ma MAR,DF,es La Liga,25-351,1999,23,1938,84,86.1,21.5,23,19,0,0,0.96,25,35,-10,-0.46,-0.18,24.9,25.2,-0.2,-0.01,17,ma MAR,DF,es La Liga,25-351,1999,21.5,12,0,0,40,23,2,5,34,19,1,2,0,65,33,30,52.4,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,7500000
18,tammy abraham,eng ENG,FW,Roma,it Serie A,27,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,18,eng ENG,FW,it Serie A,27-145,1997,0.0,0,0,0,0.0,0.0,0.36,0,0,0,0.0,0.0,0.0,0.0,18,eng ENG,FW,it Serie A,27-145,1997,0.0,1,3,33.3,44,32,0,0.0,0.0,0.0,0,1,0,0,1,18,eng ENG,FW,it Serie A,27-145,1997,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,18,eng ENG,FW,it Serie A,27-145,1997,0.0,0,0.0,0,0,0,0,0,0,0,0.0,18,eng ENG,FW,it Serie A,27-145,1997,0.0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,18,eng ENG,FW,it Serie A,27-145,1997,0.0,4,0,0,2,2,1,4,0,0,40.0,0,50.0,3,2,1,0,0,0,1,0,4,2,21,eng ENG,FW,it Serie A,27-145,1997,1,1,1,0.0,0.0,0,0,1,1,1.0,0,0,0,0.0,-0.28,0.0,0.1,0.0,-3.09,18,eng ENG,FW,it Serie A,27-145,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000000
19,tammy abraham,eng ENG,FW,Milan,it Serie A,27,1997,20,9,919,10.2,2,2,4,1,1,2,0,0,6.1,4.4,1.3,5.7,5,15,49,0.29,0.72,19,eng ENG,FW,it Serie A,27-145,1997,10.2,2,19,9,1.86,0.88,0.11,0,1,2,6.1,4.4,-4.1,-3.4,19,eng ENG,FW,it Serie A,27-145,1997,10.2,109,158,69.0,1421,330,2,1.3,0.9,0.7,10,9,4,0,15,19,eng ENG,FW,it Serie A,27-145,1997,10.2,158,143,14,0,2,0,3,0,0,0,0,0,109,1,5,19,eng ENG,FW,it Serie A,27-145,1997,10.2,22,2.15,17,0,0,4,1,0,4,0.39,19,eng ENG,FW,it Serie A,27-145,1997,10.2,14,10,1,9,4,7,71.4,2,8,0,8,2,16,8,0,19,eng ENG,FW,it Serie A,27-145,1997,10.2,266,13,32,124,110,51,264,11,3,27.3,8,72.7,109,388,128,5,5,3,19,7,168,49,22,eng ENG,FW,it Serie A,27-145,1997,20,919,46,40.8,10.2,9,2,11,2,1.8,19,10,9,0.88,0.75,17.9,9.6,8.2,0.81,19,eng ENG,FW,it Serie A,27-145,1997,10.2,0,0,0,16,6,3,3,2,10,1,0,0,10,23,26,46.9,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000000
20,federico accornero,it ITA,MF,Genoa,it Serie A,21,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,20,it ITA,MF,it Serie A,21-019,2004,0.1,0,0,0,0.0,0.0,0.2,0,0,0,0.0,0.0,0.0,0.0,20,it ITA,MF,it Serie A,21-019,2004,0.1,4,6,66.7,55,19,0,0.0,0.0,0.0,0,0,0,0,0,20,it ITA,MF,it Serie A,21-019,2004,0.1,6,6,0,0,0,0,1,0,0,0,0,0,4,0,1,20,it ITA,MF,it Serie A,21-019,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,20,it ITA,MF,it Serie A,21-019,2004,0.1,0,0,0,0,0,0,50.0,0,0,0,0,0,0,0,0,20,it ITA,MF,it Serie A,21-019,2004,0.1,8,1,2,3,3,0,8,0,0,46.2,0,42.9,5,25,18,0,1,0,2,0,5,0,25,it ITA,MF,it Serie A,21-019,2004,1,5,5,0.2,0.1,0,0,1,11,0.0,0,0,0,0.0,0.39,0.0,0.0,0.0,0.71,20,it ITA,MF,it Serie A,21-019,2004,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500000
21,francesco acerbi,it ITA,DF,Inter,it Serie A,37,1988,12,12,940,10.4,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.7,8,39,6,0.1,0.06,21,it ITA,DF,it Serie A,37-014,1988,10.4,0,4,1,0.38,0.1,0.0,0,0,0,0.3,0.3,-0.3,-0.3,21,it ITA,DF,it Serie A,37-014,1988,10.4,715,761,94.0,13494,3877,1,0.3,0.5,0.7,4,32,3,2,39,21,it ITA,DF,it Serie A,37-014,1988,10.4,761,731,28,19,0,1,3,6,0,0,0,0,715,2,1,21,it ITA,DF,it Serie A,37-014,1988,10.4,9,0.86,9,0,0,0,0,0,1,0.1,21,it ITA,DF,it Serie A,37-014,1988,10.4,12,9,8,4,0,7,71.4,2,12,8,4,18,30,44,0,21,it ITA,DF,it Serie A,37-014,1988,10.4,861,78,341,476,46,11,861,1,1,100.0,0,0.0,551,2451,1224,8,9,0,3,1,652,6,26,it ITA,DF,it Serie A,37-014,1988,12,940,78,40.2,10.4,12,10,0,6,2.17,19,11,8,0.77,-0.97,18.5,12.4,6.1,0.58,21,it ITA,DF,it Serie A,37-014,1988,10.4,0,0,0,6,13,0,3,18,9,0,0,0,31,31,15,67.4,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,3000000
22,joshua acheampong,eng ENG,DF,Chelsea,eng Premier League,18,2006,2,2,160,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,7,0,0.0,0.12,22,eng ENG,DF,eng Premier League,18-295,2006,1.8,0,2,0,1.13,0.0,0.0,0,0,0,0.2,0.2,-0.2,-0.2,22,eng ENG,DF,eng Premier League,18-295,2006,1.8,92,111,82.9,1811,598,0,0.0,0.0,0.0,0,5,0,0,7,22,eng ENG,DF,eng Premier League,18-295,2006,1.8,111,109,2,2,0,0,0,0,0,0,0,0,92,0,2,22,eng ENG,DF,eng Premier League,18-295,2006,1.8,1,0.56,1,0,0,0,0,0,0,0.0,22,eng ENG,DF,eng Premier League,18-295,2006,1.8,2,1,2,0,0,2,100.0,0,1,0,1,1,3,2,0,22,eng ENG,DF,eng Premier League,18-295,2006,1.8,124,7,43,75,6,3,124,2,1,50.0,0,0.0,96,650,377,0,2,0,2,0,100,0,28,eng ENG,DF,eng Premier League,18-295,2006,2,160,80,6.8,1.8,2,1,0,9,1.0,2,3,-1,-0.56,-1.1,3.4,2.1,1.3,0.73,22,eng ENG,DF,eng Premier League,18-295,2006,1.8,0,0,0,0,1,0,0,1,1,0,0,0,7,1,6,14.3,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000000
23,akor adams,ng NGA,FW,Sevilla,es La Liga,25,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,23,ng NGA,FW,es La Liga,25-026,2000,0.1,0,0,0,0.0,0.0,0.36,0,0,0,0.0,0.0,0.0,0.0,23,ng NGA,FW,es La Liga,25-026,2000,0.1,2,3,66.7,15,12,0,0.0,0.0,0.0,0,0,0,0,1,23,ng NGA,FW,es La Liga,25-026,2000,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,23,ng NGA,FW,es La Liga,25-026,2000,0.1,0,0.0,0,0,0,0,0,0,0,0.0,23,ng NGA,FW,es La Liga,25-026,2000,0.1,0,0,0,0,0,0,36.4,0,0,0,0,0,0,1,0,23,ng NGA,FW,es La Liga,25-026,2000,0.1,4,1,1,3,0,0,4,0,0,40.0,0,50.0,0,0,0,0,0,0,0,0,3,1,29,ng NGA,FW,es La Liga,25-026,2000,1,10,10,0.5,0.1,0,0,1,0,1.0,0,0,0,0.0,0.21,0.0,0.3,-0.2,-2.18,23,ng NGA,FW,es La Liga,25-026,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,9000000
24,akor adams,ng NGA,FW,Montpellier,fr Ligue 1,25,2000,15,13,1075,11.9,3,1,4,3,0,0,2,0,4.3,4.3,1.0,5.3,11,6,45,0.33,0.44,24,ng NGA,FW,fr Ligue 1,25-026,2000,11.9,3,26,12,2.18,1.0,0.25,0,0,0,4.3,4.3,-1.3,-1.3,24,ng NGA,FW,fr Ligue 1,25-026,2000,11.9,112,179,62.6,1540,198,1,1.0,0.1,0.0,12,8,0,0,6,24,ng NGA,FW,fr Ligue 1,25-026,2000,11.9,179,160,17,0,1,2,5,0,0,0,0,0,112,2,7,24,ng NGA,FW,fr Ligue 1,25-026,2000,11.9,25,2.09,18,0,4,1,2,0,5,0.42,24,ng NGA,FW,fr Ligue 1,25-026,2000,11.9,4,3,1,2,1,4,75.0,1,2,1,1,1,5,5,1,24,ng NGA,FW,fr Ligue 1,25-026,2000,11.9,251,5,19,118,117,49,251,14,7,50.0,6,42.9,126,661,279,11,5,7,16,14,174,45,30,ng NGA,FW,fr Ligue 1,25-026,2000,15,1075,72,51.9,11.9,13,7,2,1,0.53,12,29,-17,-1.42,0.02,12.8,23.6,-10.8,-0.9,24,ng NGA,FW,fr Ligue 1,25-026,2000,11.9,2,0,0,17,8,16,5,1,3,2,0,0,24,28,27,50.9,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,9000000
25,che adams,sct SCO,FW,Torino,it Serie A,28,1996,24,19,1666,18.5,7,3,10,7,0,0,1,0,4.8,4.8,1.8,6.6,17,24,98,0.54,0.36,25,sct SCO,FW,it Serie A,28-226,1996,18.5,7,39,18,2.11,0.97,0.39,0,0,0,4.8,4.8,2.2,2.2,25,sct SCO,FW,it Serie A,28-226,1996,18.5,280,390,71.8,4237,783,3,1.8,2.4,1.2,21,23,5,0,24,25,sct SCO,FW,it Serie A,28-226,1996,18.5,390,362,27,2,3,4,8,1,0,0,0,0,280,1,15,25,sct SCO,FW,it Serie A,28-226,1996,18.5,47,2.54,38,1,0,5,3,0,5,0.27,25,sct SCO,FW,it Serie A,28-226,1996,18.5,8,3,1,3,4,4,0.0,4,7,3,4,1,9,10,0,25,sct SCO,FW,it Serie A,28-226,1996,18.5,541,10,36,271,242,60,541,28,8,28.6,16,57.1,352,1486,539,17,14,4,43,21,415,98,31,sct SCO,FW,it Serie A,28-226,1996,24,1666,69,71.2,18.5,19,12,5,1,1.17,21,24,-3,-0.16,-0.16,16.3,23.4,-7.1,-0.39,25,sct SCO,FW,it Serie A,28-226,1996,18.5,1,0,0,15,25,16,8,1,3,0,0,0,38,25,42,37.3,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,15000000
26,tyler adams,us USA,MF,Bournemouth,eng Premier League,26,1999,16,10,987,11.0,0,3,3,0,0,0,4,0,1.1,1.1,0.7,1.8,7,40,5,0.27,0.17,26,us USA,MF,eng Premier League,26-010,1999,11.0,0,5,1,0.46,0.09,0.0,0,0,0,1.1,1.1,-1.1,-1.1,26,us USA,MF,eng Premier League,26-010,1999,11.0,403,477,84.5,6471,1560,3,0.7,0.3,2.3,10,34,1,0,40,26,us USA,MF,eng Premier League,26-010,1999,11.0,477,453,23,21,1,0,0,2,0,0,0,0,403,1,6,26,us USA,MF,eng Premier League,26-010,1999,11.0,21,1.91,17,0,0,0,0,4,4,0.36,26,us USA,MF,eng Premier League,26-010,1999,11.0,51,33,18,27,6,39,51.3,19,14,5,9,25,76,26,0,26,us USA,MF,eng Premier League,26-010,1999,11.0,635,27,163,364,114,9,635,11,2,18.2,7,63.6,301,1366,569,7,13,1,15,8,330,5,32,us USA,MF,eng Premier League,26-010,1999,16,987,62,42.2,11.0,10,7,6,1,1.75,27,15,12,1.09,0.96,21.1,15.5,5.6,0.51,26,us USA,MF,eng Premier League,26-010,1999,11.0,4,0,0,23,10,0,0,25,33,0,1,0,50,15,11,57.7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,15000000
27,junior adamu,at AUT,FW,Freiburg,de Bundesliga,23,2001,17,11,969,10.8,2,1,3,2,0,0,3,1,4.0,4.0,1.4,5.4,5,7,52,0.28,0.5,27,at AUT,FW,de Bundesliga,23-263,2001,10.8,2,23,9,2.14,0.84,0.22,0,0,0,4.0,4.0,-2.0,-2.0,27,at AUT,FW,de Bundesliga,23-263,2001,10.8,129,204,63.2,1573,187,1,1.4,1.5,-0.4,13,4,4,0,7,27,at AUT,FW,de Bundesliga,23-263,2001,10.8,204,190,12,0,1,0,3,2,0,0,0,0,129,2,8,27,at AUT,FW,de Bundesliga,23-263,2001,10.8,22,2.04,16,0,1,2,3,0,3,0.28,27,at AUT,FW,de Bundesliga,23-263,2001,10.8,3,0,1,1,1,5,0.0,5,9,0,9,6,9,13,0,27,at AUT,FW,de Bundesliga,23-263,2001,10.8,332,13,35,164,138,43,332,15,8,53.3,7,46.7,164,666,251,5,4,3,32,13,217,52,33,at AUT,FW,de Bundesliga,23-263,2001,17,969,57,46.8,10.8,11,3,6,3,1.35,14,17,-3,-0.28,-0.36,15.3,10.2,5.2,0.48,27,at AUT,FW,de Bundesliga,23-263,2001,10.8,3,1,0,24,17,8,3,6,0,0,0,0,30,32,75,29.9,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000000
